user_id,full_name,email,university
186,User_186,user186@example.com,Univ A
187,User_187,user187@example.com,Univ D
188,User_188,user188@example.com,Univ B
189,User_189,user189@example.com,Univ C
190,User_190,user190@example.com,Univ D
191,User_191,user191@example.com,Univ C
192,User_192,user192@example.com,Univ C
193,User_193,user193@example.com,Univ B
194,User_194,user194@example.com,Univ C
195,User_195,user195@example.com,Univ C
196,User_196,user196@example.com,Univ A
197,User_197,user197@example.com,Univ D
198,User_198,user198@example.com,Univ D
199,User_199,user199@example.com,Univ A
200,User_200,user200@example.com,Univ C
201,User_201,user201@example.com,Univ D
202,User_202,user202@example.com,Univ B
203,User_203,user203@example.com,Univ C
204,User_204,user204@example.com,Univ A
205,User_205,user205@example.com,Univ B
206,User_206,user206@example.com,Univ A
207,User_207,user207@example.com,Univ D
208,User_208,user208@example.com,Univ B
209,User_209,user209@example.com,Univ B
210,User_210,user210@example.com,Univ B
211,User_211,user211@example.com,Univ D
212,User_212,user212@example.com,Univ B
213,User_213,user213@example.com,Univ B
214,User_214,user214@example.com,Univ A
215,User_215,user215@example.com,Univ D
216,User_216,user216@example.com,Univ D
217,User_217,user217@example.com,Univ B
218,User_218,user218@example.com,Univ C
219,User_219,user219@example.com,Univ A
220,User_220,user220@example.com,Univ D
221,User_221,user221@example.com,Univ A
222,User_222,user222@example.com,Univ D
223,User_223,user223@example.com,Univ B
224,User_224,user224@example.com,Univ D
225,User_225,user225@example.com,Univ A
226,User_226,user226@example.com,Univ D
227,User_227,user227@example.com,Univ A
228,User_228,user228@example.com,Univ B
229,User_229,user229@example.com,Univ D
230,User_230,user230@example.com,Univ A
231,User_231,user231@example.com,Univ C
232,User_232,user232@example.com,Univ D
233,User_233,user233@example.com,Univ D
234,User_234,user234@example.com,Univ C
235,User_235,user235@example.com,Univ B
236,User_236,user236@example.com,Univ B
237,User_237,user237@example.com,Univ A
238,User_238,user238@example.com,Univ D
239,User_239,user239@example.com,Univ C
240,User_240,user240@example.com,Univ A
241,User_241,user241@example.com,Univ C
242,User_242,user242@example.com,Univ B
243,User_243,user243@example.com,Univ A
244,User_244,user244@example.com,Univ C
245,User_245,user245@example.com,Univ C
246,User_246,user246@example.com,Univ C
247,User_247,user247@example.com,Univ D
248,User_248,user248@example.com,Univ B
249,User_249,user249@example.com,Univ B
250,User_250,user250@example.com,Univ C
251,User_251,user251@example.com,Univ D
252,User_252,user252@example.com,Univ C
253,User_253,user253@example.com,Univ A
254,User_254,user254@example.com,Univ B
255,User_255,user255@example.com,Univ B
256,User_256,user256@example.com,Univ D
257,User_257,user257@example.com,Univ C
258,User_258,user258@example.com,Univ C
259,User_259,user259@example.com,Univ C
260,User_260,user260@example.com,Univ D
261,User_261,user261@example.com,Univ C
262,User_262,user262@example.com,Univ C
263,User_263,user263@example.com,Univ B
264,User_264,user264@example.com,Univ D
265,User_265,user265@example.com,Univ A
266,User_266,user266@example.com,Univ D
267,User_267,user267@example.com,Univ A
268,User_268,user268@example.com,Univ D
269,User_269,user269@example.com,Univ D
270,User_270,user270@example.com,Univ A
271,User_271,user271@example.com,Univ B
272,User_272,user272@example.com,Univ A
273,User_273,user273@example.com,Univ D
274,User_274,user274@example.com,Univ C
275,User_275,user275@example.com,Univ D
276,User_276,user276@example.com,Univ B
277,User_277,user277@example.com,Univ A
278,User_278,user278@example.com,Univ A
279,User_279,user279@example.com,Univ A
280,User_280,user280@example.com,Univ A
281,User_281,user281@example.com,Univ A
282,User_282,user282@example.com,Univ B
283,User_283,user283@example.com,Univ B
284,User_284,user284@example.com,Univ C
285,User_285,user285@example.com,Univ D
286,User_286,user286@example.com,Univ D
287,User_287,user287@example.com,Univ C
288,User_288,user288@example.com,Univ A
289,User_289,user289@example.com,Univ C
290,User_290,user290@example.com,Univ A
291,User_291,user291@example.com,Univ D
292,User_292,user292@example.com,Univ B
293,User_293,user293@example.com,Univ C
294,User_294,user294@example.com,Univ A
295,User_295,user295@example.com,Univ A
296,User_296,user296@example.com,Univ C
297,User_297,user297@example.com,Univ C
298,User_298,user298@example.com,Univ A
299,User_299,user299@example.com,Univ C
300,User_300,user300@example.com,Univ B
301,User_301,user301@example.com,Univ A
302,User_302,user302@example.com,Univ C
303,User_303,user303@example.com,Univ C
304,User_304,user304@example.com,Univ A
305,User_305,user305@example.com,Univ A
306,User_306,user306@example.com,Univ D
307,User_307,user307@example.com,Univ A
308,User_308,user308@example.com,Univ D
309,User_309,user309@example.com,Univ C
310,User_310,user310@example.com,Univ B
311,User_311,user311@example.com,Univ A
312,User_312,user312@example.com,Univ D
313,User_313,user313@example.com,Univ D
314,User_314,user314@example.com,Univ B
315,User_315,user315@example.com,Univ A
316,User_316,user316@example.com,Univ A
317,User_317,user317@example.com,Univ A
318,User_318,user318@example.com,Univ B
319,User_319,user319@example.com,Univ D
320,User_320,user320@example.com,Univ B
321,User_321,user321@example.com,Univ B
322,User_322,user322@example.com,Univ A
323,User_323,user323@example.com,Univ D
324,User_324,user324@example.com,Univ D
325,User_325,user325@example.com,Univ D
326,User_326,user326@example.com,Univ D
327,User_327,user327@example.com,Univ D
328,User_328,user328@example.com,Univ C
329,User_329,user329@example.com,Univ B
330,User_330,user330@example.com,Univ D
331,User_331,user331@example.com,Univ A
332,User_332,user332@example.com,Univ A
333,User_333,user333@example.com,Univ C
334,User_334,user334@example.com,Univ B
335,User_335,user335@example.com,Univ C
336,User_336,user336@example.com,Univ C
337,User_337,user337@example.com,Univ B
338,User_338,user338@example.com,Univ B
339,User_339,user339@example.com,Univ A
340,User_340,user340@example.com,Univ B
341,User_341,user341@example.com,Univ D
342,User_342,user342@example.com,Univ B
343,User_343,user343@example.com,Univ A
344,User_344,user344@example.com,Univ D
345,User_345,user345@example.com,Univ B
346,User_346,user346@example.com,Univ A
347,User_347,user347@example.com,Univ D
348,User_348,user348@example.com,Univ C
349,User_349,user349@example.com,Univ A
350,User_350,user350@example.com,Univ C
351,User_351,user351@example.com,Univ B
352,User_352,user352@example.com,Univ D
353,User_353,user353@example.com,Univ C
354,User_354,user354@example.com,Univ B
355,User_355,user355@example.com,Univ C
356,User_356,user356@example.com,Univ A
357,User_357,user357@example.com,Univ A
358,User_358,user358@example.com,Univ B
359,User_359,user359@example.com,Univ B
360,User_360,user360@example.com,Univ C
361,User_361,user361@example.com,Univ D
362,User_362,user362@example.com,Univ C
363,User_363,user363@example.com,Univ A
364,User_364,user364@example.com,Univ C
365,User_365,user365@example.com,Univ D
366,User_366,user366@example.com,Univ C
367,User_367,user367@example.com,Univ A
368,User_368,user368@example.com,Univ C
369,User_369,user369@example.com,Univ C
370,User_370,user370@example.com,Univ D
371,User_371,user371@example.com,Univ D
372,User_372,user372@example.com,Univ A
373,User_373,user373@example.com,Univ A
374,User_374,user374@example.com,Univ B
375,User_375,user375@example.com,Univ C
376,User_376,user376@example.com,Univ D
377,User_377,user377@example.com,Univ A
378,User_378,user378@example.com,Univ B
379,User_379,user379@example.com,Univ C
380,User_380,user380@example.com,Univ B
381,User_381,user381@example.com,Univ B
382,User_382,user382@example.com,Univ D
383,User_383,user383@example.com,Univ A
384,User_384,user384@example.com,Univ B
385,User_385,user385@example.com,Univ A
386,User_386,user386@example.com,Univ D
387,User_387,user387@example.com,Univ A
388,User_388,user388@example.com,Univ D
389,User_389,user389@example.com,Univ C
390,User_390,user390@example.com,Univ A
391,User_391,user391@example.com,Univ B
392,User_392,user392@example.com,Univ B
393,User_393,user393@example.com,Univ B
394,User_394,user394@example.com,Univ D
395,User_395,user395@example.com,Univ B
396,User_396,user396@example.com,Univ B
397,User_397,user397@example.com,Univ A
398,User_398,user398@example.com,Univ D
399,User_399,user399@example.com,Univ A
400,User_400,user400@example.com,Univ B
401,User_401,user401@example.com,Univ D
402,User_402,user402@example.com,Univ B
403,User_403,user403@example.com,Univ D
404,User_404,user404@example.com,Univ B
405,User_405,user405@example.com,Univ B
406,User_406,user406@example.com,Univ D
407,User_407,user407@example.com,Univ D
408,User_408,user408@example.com,Univ B
409,User_409,user409@example.com,Univ B
410,User_410,user410@example.com,Univ C
411,User_411,user411@example.com,Univ A
412,User_412,user412@example.com,Univ C
413,User_413,user413@example.com,Univ C
414,User_414,user414@example.com,Univ A
415,User_415,user415@example.com,Univ C
416,User_416,user416@example.com,Univ C
417,User_417,user417@example.com,Univ B
418,User_418,user418@example.com,Univ C
419,User_419,user419@example.com,Univ D
420,User_420,user420@example.com,Univ B
421,User_421,user421@example.com,Univ B
422,User_422,user422@example.com,Univ B
423,User_423,user423@example.com,Univ C
424,User_424,user424@example.com,Univ C
425,User_425,user425@example.com,Univ B
426,User_426,user426@example.com,Univ C
427,User_427,user427@example.com,Univ B
428,User_428,user428@example.com,Univ A
429,User_429,user429@example.com,Univ C
430,User_430,user430@example.com,Univ D
431,User_431,user431@example.com,Univ D
432,User_432,user432@example.com,Univ B
433,User_433,user433@example.com,Univ A
434,User_434,user434@example.com,Univ A
435,User_435,user435@example.com,Univ B
436,User_436,user436@example.com,Univ A
437,User_437,user437@example.com,Univ A
438,User_438,user438@example.com,Univ D
439,User_439,user439@example.com,Univ D
440,User_440,user440@example.com,Univ B
441,User_441,user441@example.com,Univ D
442,User_442,user442@example.com,Univ B
443,User_443,user443@example.com,Univ D
444,User_444,user444@example.com,Univ C
445,User_445,user445@example.com,Univ B
446,User_446,user446@example.com,Univ C
447,User_447,user447@example.com,Univ A
448,User_448,user448@example.com,Univ D
449,User_449,user449@example.com,Univ A
450,User_450,user450@example.com,Univ B
451,User_451,user451@example.com,Univ D
452,User_452,user452@example.com,Univ A
453,User_453,user453@example.com,Univ C
454,User_454,user454@example.com,Univ D
455,User_455,user455@example.com,Univ A
456,User_456,user456@example.com,Univ D
457,User_457,user457@example.com,Univ B
458,User_458,user458@example.com,Univ A
459,User_459,user459@example.com,Univ C
460,User_460,user460@example.com,Univ A
461,User_461,user461@example.com,Univ B
462,User_462,user462@example.com,Univ D
463,User_463,user463@example.com,Univ B
464,User_464,user464@example.com,Univ D
465,User_465,user465@example.com,Univ B
466,User_466,user466@example.com,Univ B
467,User_467,user467@example.com,Univ D
468,User_468,user468@example.com,Univ D
469,User_469,user469@example.com,Univ D
470,User_470,user470@example.com,Univ D
471,User_471,user471@example.com,Univ A
472,User_472,user472@example.com,Univ C
473,User_473,user473@example.com,Univ A
474,User_474,user474@example.com,Univ B
475,User_475,user475@example.com,Univ C
476,User_476,user476@example.com,Univ C
477,User_477,user477@example.com,Univ B
478,User_478,user478@example.com,Univ B
479,User_479,user479@example.com,Univ D
480,User_480,user480@example.com,Univ D
481,User_481,user481@example.com,Univ A
482,User_482,user482@example.com,Univ A
483,User_483,user483@example.com,Univ B
484,User_484,user484@example.com,Univ C
485,User_485,user485@example.com,Univ C
486,User_486,user486@example.com,Univ D
487,User_487,user487@example.com,Univ B
488,User_488,user488@example.com,Univ B
489,User_489,user489@example.com,Univ A
490,User_490,user490@example.com,Univ A
491,User_491,user491@example.com,Univ C
492,User_492,user492@example.com,Univ C
493,User_493,user493@example.com,Univ A
494,User_494,user494@example.com,Univ C
495,User_495,user495@example.com,Univ A
496,User_496,user496@example.com,Univ B
497,User_497,user497@example.com,Univ D
498,User_498,user498@example.com,Univ C
499,User_499,user499@example.com,Univ A
500,User_500,user500@example.com,Univ D
501,User_501,user501@example.com,Univ C
502,User_502,user502@example.com,Univ B
503,User_503,user503@example.com,Univ A
504,User_504,user504@example.com,Univ A
505,User_505,user505@example.com,Univ B
506,User_506,user506@example.com,Univ A
507,User_507,user507@example.com,Univ B
508,User_508,user508@example.com,Univ A
509,User_509,user509@example.com,Univ D
510,User_510,user510@example.com,Univ C
511,User_511,user511@example.com,Univ B
512,User_512,user512@example.com,Univ A
513,User_513,user513@example.com,Univ A
514,User_514,user514@example.com,Univ B
515,User_515,user515@example.com,Univ C
516,User_516,user516@example.com,Univ B
517,User_517,user517@example.com,Univ B
518,User_518,user518@example.com,Univ A
519,User_519,user519@example.com,Univ D
520,User_520,user520@example.com,Univ C
521,User_521,user521@example.com,Univ C
522,User_522,user522@example.com,Univ A
523,User_523,user523@example.com,Univ A
524,User_524,user524@example.com,Univ D
525,User_525,user525@example.com,Univ D
526,User_526,user526@example.com,Univ A
527,User_527,user527@example.com,Univ A
528,User_528,user528@example.com,Univ C
529,User_529,user529@example.com,Univ B
530,User_530,user530@example.com,Univ B
531,User_531,user531@example.com,Univ A
532,User_532,user532@example.com,Univ A
533,User_533,user533@example.com,Univ C
534,User_534,user534@example.com,Univ B
535,User_535,user535@example.com,Univ B
536,User_536,user536@example.com,Univ D
537,User_537,user537@example.com,Univ C
538,User_538,user538@example.com,Univ A
539,User_539,user539@example.com,Univ C
540,User_540,user540@example.com,Univ D
541,User_541,user541@example.com,Univ D
542,User_542,user542@example.com,Univ A
543,User_543,user543@example.com,Univ D
544,User_544,user544@example.com,Univ C
545,User_545,user545@example.com,Univ A
546,User_546,user546@example.com,Univ C
547,User_547,user547@example.com,Univ C
548,User_548,user548@example.com,Univ A
549,User_549,user549@example.com,Univ A
550,User_550,user550@example.com,Univ D
551,User_551,user551@example.com,Univ A
552,User_552,user552@example.com,Univ A
553,User_553,user553@example.com,Univ D
554,User_554,user554@example.com,Univ B
555,User_555,user555@example.com,Univ A
556,User_556,user556@example.com,Univ B
557,User_557,user557@example.com,Univ A
558,User_558,user558@example.com,Univ C
559,User_559,user559@example.com,Univ A
560,User_560,user560@example.com,Univ B
561,User_561,user561@example.com,Univ A
562,User_562,user562@example.com,Univ D
563,User_563,user563@example.com,Univ D
564,User_564,user564@example.com,Univ A
565,User_565,user565@example.com,Univ D
566,User_566,user566@example.com,Univ C
567,User_567,user567@example.com,Univ A
568,User_568,user568@example.com,Univ B
569,User_569,user569@example.com,Univ D
570,User_570,user570@example.com,Univ A
571,User_571,user571@example.com,Univ C
572,User_572,user572@example.com,Univ B
573,User_573,user573@example.com,Univ C
574,User_574,user574@example.com,Univ A
575,User_575,user575@example.com,Univ D
576,User_576,user576@example.com,Univ C
577,User_577,user577@example.com,Univ C
578,User_578,user578@example.com,Univ D
579,User_579,user579@example.com,Univ C
580,User_580,user580@example.com,Univ A
581,User_581,user581@example.com,Univ A
582,User_582,user582@example.com,Univ A
583,User_583,user583@example.com,Univ D
584,User_584,user584@example.com,Univ C
585,User_585,user585@example.com,Univ D
586,User_586,user586@example.com,Univ B
587,User_587,user587@example.com,Univ D
588,User_588,user588@example.com,Univ D
589,User_589,user589@example.com,Univ D
590,User_590,user590@example.com,Univ B
591,User_591,user591@example.com,Univ D
592,User_592,user592@example.com,Univ A
593,User_593,user593@example.com,Univ C
594,User_594,user594@example.com,Univ B
595,User_595,user595@example.com,Univ A
596,User_596,user596@example.com,Univ D
597,User_597,user597@example.com,Univ A
598,User_598,user598@example.com,Univ C
599,User_599,user599@example.com,Univ D
600,User_600,user600@example.com,Univ A
601,User_601,user601@example.com,Univ B
602,User_602,user602@example.com,Univ C
603,User_603,user603@example.com,Univ A
604,User_604,user604@example.com,Univ A
605,User_605,user605@example.com,Univ B
606,User_606,user606@example.com,Univ B
607,User_607,user607@example.com,Univ C
608,User_608,user608@example.com,Univ C
609,User_609,user609@example.com,Univ B
610,User_610,user610@example.com,Univ C
611,User_611,user611@example.com,Univ C
612,User_612,user612@example.com,Univ A
613,User_613,user613@example.com,Univ B
614,User_614,user614@example.com,Univ C
615,User_615,user615@example.com,Univ A
616,User_616,user616@example.com,Univ C
617,User_617,user617@example.com,Univ D
618,User_618,user618@example.com,Univ B
619,User_619,user619@example.com,Univ B
620,User_620,user620@example.com,Univ B
621,User_621,user621@example.com,Univ D
622,User_622,user622@example.com,Univ A
623,User_623,user623@example.com,Univ B
624,User_624,user624@example.com,Univ A
625,User_625,user625@example.com,Univ A
626,User_626,user626@example.com,Univ C
627,User_627,user627@example.com,Univ C
628,User_628,user628@example.com,Univ A
629,User_629,user629@example.com,Univ A
630,User_630,user630@example.com,Univ B
631,User_631,user631@example.com,Univ A
632,User_632,user632@example.com,Univ D
633,User_633,user633@example.com,Univ C
634,User_634,user634@example.com,Univ C
635,User_635,user635@example.com,Univ B
636,User_636,user636@example.com,Univ A
637,User_637,user637@example.com,Univ B
638,User_638,user638@example.com,Univ C
639,User_639,user639@example.com,Univ A
640,User_640,user640@example.com,Univ D
641,User_641,user641@example.com,Univ C
642,User_642,user642@example.com,Univ C
643,User_643,user643@example.com,Univ A
644,User_644,user644@example.com,Univ D
645,User_645,user645@example.com,Univ A
646,User_646,user646@example.com,Univ D
647,User_647,user647@example.com,Univ B
648,User_648,user648@example.com,Univ C
649,User_649,user649@example.com,Univ B
650,User_650,user650@example.com,Univ B
651,User_651,user651@example.com,Univ B
652,User_652,user652@example.com,Univ D
653,User_653,user653@example.com,Univ B
654,User_654,user654@example.com,Univ D
655,User_655,user655@example.com,Univ D
656,User_656,user656@example.com,Univ B
657,User_657,user657@example.com,Univ C
658,User_658,user658@example.com,Univ A
659,User_659,user659@example.com,Univ B
660,User_660,user660@example.com,Univ A
661,User_661,user661@example.com,Univ B
662,User_662,user662@example.com,Univ C
663,User_663,user663@example.com,Univ A
664,User_664,user664@example.com,Univ C
665,User_665,user665@example.com,Univ A
666,User_666,user666@example.com,Univ B
667,User_667,user667@example.com,Univ C
668,User_668,user668@example.com,Univ D
669,User_669,user669@example.com,Univ B
670,User_670,user670@example.com,Univ B
671,User_671,user671@example.com,Univ D
672,User_672,user672@example.com,Univ C
673,User_673,user673@example.com,Univ B
674,User_674,user674@example.com,Univ A
675,User_675,user675@example.com,Univ D
676,User_676,user676@example.com,Univ B
677,User_677,user677@example.com,Univ A
678,User_678,user678@example.com,Univ C
679,User_679,user679@example.com,Univ C
680,User_680,user680@example.com,Univ B
681,User_681,user681@example.com,Univ B
682,User_682,user682@example.com,Univ D
683,User_683,user683@example.com,Univ D
684,User_684,user684@example.com,Univ C
685,User_685,user685@example.com,Univ D
686,User_686,user686@example.com,Univ C
687,User_687,user687@example.com,Univ A
688,User_688,user688@example.com,Univ C
689,User_689,user689@example.com,Univ C
690,User_690,user690@example.com,Univ C
691,User_691,user691@example.com,Univ D
692,User_692,user692@example.com,Univ C
693,User_693,user693@example.com,Univ A
694,User_694,user694@example.com,Univ C
695,User_695,user695@example.com,Univ B
696,User_696,user696@example.com,Univ B
697,User_697,user697@example.com,Univ C
698,User_698,user698@example.com,Univ C
699,User_699,user699@example.com,Univ D
700,User_700,user700@example.com,Univ B
701,User_701,user701@example.com,Univ C
702,User_702,user702@example.com,Univ A
703,User_703,user703@example.com,Univ D
704,User_704,user704@example.com,Univ B
705,User_705,user705@example.com,Univ C
706,User_706,user706@example.com,Univ B
707,User_707,user707@example.com,Univ D
708,User_708,user708@example.com,Univ B
709,User_709,user709@example.com,Univ B
710,User_710,user710@example.com,Univ C
711,User_711,user711@example.com,Univ B
712,User_712,user712@example.com,Univ C
713,User_713,user713@example.com,Univ C
714,User_714,user714@example.com,Univ B
715,User_715,user715@example.com,Univ A
716,User_716,user716@example.com,Univ A
717,User_717,user717@example.com,Univ D
718,User_718,user718@example.com,Univ B
719,User_719,user719@example.com,Univ C
720,User_720,user720@example.com,Univ C
721,User_721,user721@example.com,Univ B
722,User_722,user722@example.com,Univ D
723,User_723,user723@example.com,Univ B
724,User_724,user724@example.com,Univ C
725,User_725,user725@example.com,Univ D
726,User_726,user726@example.com,Univ B
727,User_727,user727@example.com,Univ D
728,User_728,user728@example.com,Univ B
729,User_729,user729@example.com,Univ D
730,User_730,user730@example.com,Univ A
731,User_731,user731@example.com,Univ C
732,User_732,user732@example.com,Univ C
733,User_733,user733@example.com,Univ B
734,User_734,user734@example.com,Univ D
735,User_735,user735@example.com,Univ C
736,User_736,user736@example.com,Univ A
737,User_737,user737@example.com,Univ B
738,User_738,user738@example.com,Univ C
739,User_739,user739@example.com,Univ A
740,User_740,user740@example.com,Univ C
741,User_741,user741@example.com,Univ D
742,User_742,user742@example.com,Univ C
743,User_743,user743@example.com,Univ A
744,User_744,user744@example.com,Univ C
745,User_745,user745@example.com,Univ B
746,User_746,user746@example.com,Univ B
747,User_747,user747@example.com,Univ D
748,User_748,user748@example.com,Univ C
749,User_749,user749@example.com,Univ B
750,User_750,user750@example.com,Univ B
751,User_751,user751@example.com,Univ A
752,User_752,user752@example.com,Univ C
753,User_753,user753@example.com,Univ A
754,User_754,user754@example.com,Univ D
755,User_755,user755@example.com,Univ D
756,User_756,user756@example.com,Univ C
757,User_757,user757@example.com,Univ D
758,User_758,user758@example.com,Univ D
759,User_759,user759@example.com,Univ C
760,User_760,user760@example.com,Univ B
761,User_761,user761@example.com,Univ A
762,User_762,user762@example.com,Univ B
763,User_763,user763@example.com,Univ B
764,User_764,user764@example.com,Univ A
765,User_765,user765@example.com,Univ B
766,User_766,user766@example.com,Univ D
767,User_767,user767@example.com,Univ B
768,User_768,user768@example.com,Univ C
769,User_769,user769@example.com,Univ D
770,User_770,user770@example.com,Univ C
771,User_771,user771@example.com,Univ D
772,User_772,user772@example.com,Univ A
773,User_773,user773@example.com,Univ D
774,User_774,user774@example.com,Univ D
775,User_775,user775@example.com,Univ D
776,User_776,user776@example.com,Univ C
